,name,url_key,title,brand,description,model,product_category,thumb_url,small_image_url,highest_bid_amount,highest_bid_updated_at,lowest_ask_amount,lowest_ask_updated_at,express_expedited_count,express_standard_count,express_standard_lowest_amount,annual_avg_price,annual_volatility,annual_sales_count,annual_price_premium,last72h_sales_count,last_sale_amount,release_date
1693,Moonbeam,new-balance-530-moonbeam,New Balance 530 Moonbeam,New Balance,"The New Balance 530 Moonbeam is a retro running shoe that works just as well as a lifestyle shoe. This sneaker features Y2K-era tech details and a chunky, vintage feel with every stride.
<br>
<br>
This low-top running sneaker in an understated, subtle colorway begins with an upper of creamy Moonbeam-colored lightweight, breathable mesh as its base. Tonal leather overlays circle across the upper, layering over each other. Perforations at the toe cap and side panel help enhance the comfort afforded by breathability. Tonal rope laces cross over a cream-colored mesh tongue for a secure fit. A beige pull tab at the heel with cream-colored stripes helps ease on and off this pair of kicks. An ABZORB midsole in different shades of cream provides springy cushioning, while a cream-colored and tan rubber outsole offers flexible grip and impact absorption.
<br>
<br>
Our favorite aspect of this elegant, monochromatic shoe is the subtle 530 branding that courses across an overlay at the lateral collar, thus locking in the classic look. The New Balance 530 Moonbeam was released on April 12, 2021, for $95 retail.",New Balance 530,sneakers,https://images.stockx.com/images/New-Balance-530-Moonbeam-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-530-Moonbeam-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,46.0,2025-01-18T19:04:58Z,98.0,2025-02-25T18:09:46Z,0,3,131.0,88,0.179372,674,0.206,3,115,2021-04-12
1694,Cobalt Bliss,nike-air-more-uptempo-96-cobalt-bliss,Nike Air More Uptempo 96 Cobalt Bliss,Nike,"The Nike Air More Uptempo 96 Cobalt Bliss is constructed from leather and synthetic materials, ensuring durability and support on and off the court. The predominantly white base color allows the Cobalt Blue branding to stand out even more prominently. The shoe features a high-top silhouette, providing excellent ankle support and protection.​<br>​​<br>​A black tongue, laces, and inner lining contrast the predominantly white upper, while the outsole combines Cobalt Blue and white, tying the colorway together. The outsole is equipped with a durable rubber material with a herringbone pattern of traction. This design provides excellent grip on various surfaces, enhancing stability and safety during gameplay. The Nike Air More Uptempo 96 Cobalt Bliss signature feature is the oversized ""AIR"" lettering on the sides, outlined in Cobalt Bliss color and filled with white.​<br>​​<br>​What truly sets the Air More Uptempo '96 apart, as recognized by our team of experts, is the midsole, which houses Nike's renowned Air-Sole cushioning technology. This technology offers exceptional cushioning and impact protection, ensuring a comfortable ride on and off the court. The Nike Air More Uptempo '96 Cobalt Bliss hit the shelves on February 17th, 2023, with a price of $170.​<br>​​<br>​",Nike Air More Uptempo 96,sneakers,https://images.stockx.com/images/Nike-Air-More-Uptempo-96-Cobalt-Bliss-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-More-Uptempo-96-Cobalt-Bliss-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,102.0,2025-02-25T06:55:31Z,120.0,2025-02-25T15:52:28Z,0,10,150.0,125,0.0,674,0.053,1,171,2023-02-17
1695,Orbit Grey Chalk White,adidas-harden-vol-7-orbit-grey-chalk-white,adidas Harden Vol. 7 Orbit Grey Chalk White,adidas,"The adidas Harden Vol. 7 Orbit Gray Chalk White is part of a collaboration between adidas and NBA player James Harden.
<br>
<br>
This futuristic shoe features a bootie-like fit with a knit cuff that fits securely above the ankle. The sneaker doesn’t have a traditional lace cage, but offers a pull tab on the heel that assists the wearer in removing and putting on the shoe. The sneaker features quilted, textile side panels that create a shell-like fit and are fortified by a synthetic toe cap. Synthetic suede wraps around the heel, creating a padded appearance without weighing the foot down. In terms of technology, the sneaker has a Jet Boost cushioning in the heel and a responsive LightStrike midsole.
<br>
<br>
Our StockX experts like the subdued colorway of Orbit Gray, Gray Four, and Chalk White, which allows the design to stand out. The adidas Harden Vol. 7 Orbit Gray Chalk White was released on November 1st, 2023, and retailed at $160.",adidas Harden Vol. 7,sneakers,https://images.stockx.com/images/adidas-Harden-Vol-7-Orbit-Grey-Chalk-White-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Harden-Vol-7-Orbit-Grey-Chalk-White-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,55.0,2025-02-25T07:29:54Z,94.0,2025-02-05T00:30:25Z,0,46,199.0,123,0.117832,673,-0.344,1,101,2023-11-01
1696,Natural Indigo,new-balance-9060-natural-indigo,New Balance 9060 Natural Indigo,New Balance,"The New Balance 9060 Natural Indigo is a stylish and comfortable sneaker that is perfect for everyday wear. Made with high-quality materials, this shoe features a natural indigo colorway that is both unique and eye-catching. The upper is constructed from premium suede and mesh, while the midsole is made from lightweight REVlite foam for superior cushioning and support. The outsole is made from durable rubber, providing excellent traction and grip on any surface. This sneaker was released on September 9th, 2022, with a retail price of $150. Whether you're hitting the streets or just running errands, the New Balance 9060 Natural Indigo is a must-have addition to your sneaker collection.",New Balance 9060,sneakers,https://images.stockx.com/images/New-Balance-9060-Natural-Indigo-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-9060-Natural-Indigo-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,165.0,2025-02-22T17:53:12Z,127.0,2025-02-24T05:44:04Z,0,4,224.0,182,0.227181,673,0.58,0,237,2022-09-09
1697,Mimi Plange Ceremony,nike-lebron-20-premium-mimi-plange-ceremony,Nike LeBron 20 PRM Mimi Plange Ceremony,Nike,"The Nike LeBron 20 Premium Mimi Plange Ceremony was released to honor culture and mark two decades of collaboration between LeBron James and Nike.
<br>
<br>
Dressing a textile knit on the upper, the Nike LeBron 20 features vibrantly colored bright crimson floral patterns on the vamp. More scarlet flowers are embroidered on the quarter panels, covering most of the midfoot. Also on the panels are the Nike swooshes, which intertwine on the lateral side. The heel extends the bright Crimson-on-White colorway but introduces some branding. LeBron’s crown logo is plastered on a reed patch on the heel counter, while Mimi Plange’s brand motif is embroidered on the red mustache in a bold berry tone.
<br>
<br>
The lace-up closure on the Nike LeBron 20 Premium Mimi Plange Ceremony is among its most outstanding features. Multicolor laces inspired by the Maasai community of Tanzania rest on a woven, bold-berry-colored tongue. This shoe was released on September 9th, 2023, for $250.",Nike LeBron 20 PRM,sneakers,https://images.stockx.com/images/Nike-LeBron-20-Premium-Mimi-Plange-Ceremony-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-LeBron-20-Premium-Mimi-Plange-Ceremony-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,237.0,2025-02-25T09:09:47Z,103.0,2025-02-20T17:51:12Z,0,6,148.0,153,0.324359,672,-0.48,1,125,2023-09-09
1698,LEGO,adidas-zx-8000-lego,adidas ZX 8000 LEGO,adidas,"To put an interesting and original twist on the 2020 A-ZX series, adidas collaborated with the LEGO Group to make a new LEGO-themed shoe working off the ZX 8000’s silhouette. The origins of the adidas ZX 8000 LEGO dates back to 1984, when adidas initially inaugurated its ZX franchise.
<br>
<br>
The adidas ZX 8000 LEGO’s overall look is unforgettably striking. The design draws inspiration from the classic LEGO brick. It’s arrestingly multicolored, boasting blue, green, red, yellow, white, black and gray in a variety of combinations that may differ from version to version of the shoe. References to LEGO’s legendary blocks are located on the shoe’s lace cage, deubré, and heel cup.
<br>
<br>
The adidas ZX 8000 LEGO released in September of 2020 and retailed for $130.",adidas ZX 8000,sneakers,https://images.stockx.com/images/adidas-ZX-8000-Lego-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-ZX-8000-Lego-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,116.0,2025-02-25T06:44:22Z,110.0,2025-02-18T21:39:42Z,0,2,289.0,109,0.142885,672,-0.108,2,111,2020-09-25
1699,Above the Clouds Chocolate Brown,asics-gt-2160-above-the-clouds-chocolate-brown,ASICS GT-2160 Above the Clouds Chocolate Brown,ASICS,"The ASICS GT-2160 Above the Clouds Chocolate Brown is a low-top athletic shoe with a futuristic design.
<br>   
<br>
The Above the Clouds Chocolate Brown ASICS GT-2160 has a mesh upper, with the top part being white and Chocolate Brown underneath. The forefoot also features a shiny iridescent layer underneath and is crossed by silver snakeskin synthetic overlays. A snakeskin Chocolate Brown overlay forms the toe cap. The signature ASICS stripes appear on each side in silver outlined in Chocolate Brown, while the Cream heel overlay carries a light pink GT-2160 on the outer side. Gel branding is on the back of the heel, and an ASICS logo appears on the tongue. The midsole is equipped with Gel technology for comfort and responsiveness, accented in red. The midsole is white, and the outsole is a cream color. 
<br>
<br>
What we like best about this sneaker are the pink accents, which bring a softer look to the otherwise brown colorway. The ASICS GT-2160 Above the Clouds Chocolate Brown was released on July 19, 2024, for $150.",ASICS GT-2160,sneakers,https://images.stockx.com/images/ASICS-GT-2160-Above-the-Clouds-Chocolate-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/ASICS-GT-2160-Above-the-Clouds-Chocolate-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,160.0,2025-02-22T20:09:25Z,135.0,2025-02-25T12:08:55Z,4,20,147.0,137,0.161895,672,-0.127,5,125,2024-07-19
1700,Metallic Gold (2024),nike-air-flightposite-metallic-gold-2024,Nike Air Flightposite Metallic Gold (2024),Nike,"The Nike Air Flightposite Metallic Gold (2024) is a performance shoe designed to deliver unrivaled support.
<br> 
<br>
The Metallic Gold (2024) Nike Air Flightposite has an upper made of black textile around the ankle and where the laces normally would be, while the rest of the upper is covered in the polyurethane Flightposite material. The polyurethane portion of the shoe is Metallic Gold with vertical curves to make this portion resemble flowing liquid. The arch support on the outer side is Metallic Silver. In lieu of laces, the shoe features a single zipper that goes up under the tongue. The black portion features a subtle Nike Swoosh on the outer side, while the tongue also carries a Swoosh. The heel has one final white Swoosh under the pull tab. 
<br>
<br>
What makes this shoe stand out is the liquid gold design of the Flightposite portion, which adds an extra element of style, especially during movement when it catches the light. The Nike Air Flightposite Metallic Gold (2024) was released on October 30, 2024, for $240.",Nike Air Flightposite,sneakers,https://images.stockx.com/images/Nike-Air-Flightposite-Metallic-Gold-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Flightposite-Metallic-Gold-2024-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,224.0,2025-02-16T14:57:48Z,307.0,2025-02-24T17:39:54Z,0,28,321.0,279,0.141552,671,-0.129,6,200,2024-10-30
1701,New Americana Washed Denim,nike-dunk-low-washed-denim-white-midnight-navy,Nike Dunk Low New Americana Washed Denim,Nike,"The Nike Dunk Low Washed Denim White Midnight Navy mixes the original Nike Dunk model with a contemporary style. The upper part of the shoe is made from leather, while the bottom is the brand’s classic rubber gum sole.
<br>
<br> 
The Low Nike Dunk Washed Denim in White Midnight Navy is designed to have an aged workwear aesthetic. It is a low-top model that is made from leather and rubber. The rubber gum sole has a neutral earth color, while the body of the shoe is a bright white. The Nike Swoosh symbol on the side appears in a distressed denim pattern. This distressed pattern can also be found on the heel of the Nike Dunk shoe.
<br>
<br> 
Our experts love the feature of the thick off-white midsole that was added to provide support, as well as the perforated toebox for breathability. The Nike Dunk Low Washed Denim White Midnight Navy was first put onto the market on July 4th, 2023, for a retail value of $120.",Nike Dunk Low,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-Washed-Denim-White-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-Washed-Denim-White-Midnight-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,62.0,2025-02-03T20:57:46Z,73.0,2025-02-25T15:31:49Z,0,5,105.0,96,0.0,671,-0.274,1,84,2023-07-04
1702,Glacier Blue,nike-air-max-90-glacier-blue,Nike Air Max 90 Glacier Blue,Nike,"The Nike Air Max 90 Glacier Blue presents the classic Tinker Hatfield silhouette dressed in frosty hues, inspired by the landscapes of the Arctic.
<br>
<br>
This sporty lifestyle sneaker builds upon a base of white mesh adorned with gray suede overlays at the toecap, side panel, and lower eyestays. A stone-colored suede side panel Swoosh is just above a leather mudguard in a shade of rich blue, inspired by the deep ice of the Arctic Ocean. This same deep blue is echoed in the TPU at the upper eyestays and the branding on the heel. The white foam insole provides cushioning and houses a visible unit of springy Air under the heel. The black rubber outsole with pods of Glacier Blue is deeply lugged for traction.
<br>
<br>
Our favorite aspect of this shoe is the addition of Glacier Blue TPU that gives this sneaker its locked-in icy look. The midsole Air unit frame, the side-panel Air Max branding window, the heel tab, and eyestay overlay all contribute to this sneaker’s signature wintry look. The Nike Air Max 90 Glacier Blue was released on March 20, 2024, for a retail price of $130.",Nike Air Max 90,sneakers,https://images.stockx.com/images/Nike-Air-Max-90-Glacier-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-90-Glacier-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,72.0,2025-02-25T06:21:56Z,100.0,2025-02-25T14:31:36Z,0,4,113.0,88,0.163213,670,-0.423,3,72,2024-03-20
1703,White Grey,nike-air-max-terrascape-90-white-grey,Nike Air Max Terrascape 90 White Grey,Nike,"The Nike Air Max Terrascape 90 White Gray draws inspiration from the classic Air Max 90, revitalizing its iconic design with contemporary materials and a semi-translucent midsole, with the silhouette getting an overall white/gray color scheme.<br><br>
The White Gray Nike Air Max Terrascape 90 prioritizes sustainability, utilizing recycled materials throughout. The sneakers incorporate a durable translucent outsole that extends around the mudguard, enhancing overall durability. Meanwhile, the upper section remains breathable thanks to the mesh construction, ensuring a fresh feel. These sneakers maintain their design's essence by featuring a Crater Foam midsole with a Max Air unit, providing unmatched comfort. Notable updates include the introduction of the new Terrascape logo on the tongue and the addition of sleek triple-stitching around the collar. Completing the modern look, a contemporary Swoosh design extends to the rear of the shoe.<br><br>
What our experts love about the Nike Air Max Terrascape 90 White Gray is its sustainable construction. These sneakers showcase a commitment to environmental responsibility by utilizing recycled materials, with at least 20% recycled content by weight incorporated into the mixed-material upper. The sneaker debuted for $140 on December 16th, 2022.<br><br>",Nike Air Max Terrascape 90,sneakers,https://images.stockx.com/images/Nike-Air-Max-Terrascape-90-White-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Max-Terrascape-90-White-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,88.0,2025-02-25T10:14:14Z,79.0,2025-02-24T02:15:06Z,10,13,169.0,111,0.231451,670,-0.121,3,118,2022-12-16
